#Mode: 20
#              1                2                3                4                5                6                7                8                9               10               11               12               13 
#      Time (fs)          Sin 1 0          Sin 2 0          Sin 3 0         Tri 1 -1         Tri 2 -1         Tri 3 -1          Tri 1 0          Tri 2 0          Tri 3 0          Tri 1 1          Tri 2 1          Tri 3 1 
    47.500000000      0.000000000      0.923027760      0.072310069      0.000164515      0.002105762      0.000004783      0.000000000      0.000000000      0.000112051      0.000164515      0.002105762      0.000004783 
    48.000000000      0.000000000      0.916692052      0.078543806      0.000159359      0.002159211      0.000005797      0.000000000      0.000000000      0.000115408      0.000159359      0.002159211      0.000005797 
    48.500000000      0.000000000      0.910309850      0.084816901      0.000143838      0.002226820      0.000007008      0.000000000      0.000000000      0.000117915      0.000143838      0.002226820      0.000007008 
    49.000000000      0.000000000      0.903979992      0.091051309      0.000123333      0.002293153      0.000008350      0.000000000      0.000000000      0.000119027      0.000123333      0.002293153      0.000008350 
    49.500000000      0.000000000      0.897854148      0.097112751      0.000103534      0.002344008      0.000009755      0.000000000      0.000000000      0.000118507      0.000103534      0.002344008      0.000009755 
    50.000000000      0.000000000      0.892100285      0.102847397      0.000087705      0.002369075      0.000011180      0.000000000      0.000000000      0.000116398      0.000087705      0.002369075      0.000011180 
    50.500000000      0.000000000      0.886866514      0.108118757      0.000075484      0.002362783      0.000012618      0.000000000      0.000000000      0.000112957      0.000075484      0.002362783      0.000012618 
    51.000000000      0.000000000      0.882250585      0.112837368      0.000064051      0.002323582      0.000014110      0.000000000      0.000000000      0.000108563      0.000064051      0.002323582      0.000014110 
    51.500000000      0.000000000      0.879665072      0.115593330      0.000050862      0.002252687      0.000015433      0.000000000      0.000000000      0.000103634      0.000050862      0.002252687      0.000015433 
    52.000000000      0.000000000      0.877819465      0.117669152      0.000036081      0.002153475      0.000016866      0.000000000      0.000000000      0.000098539      0.000036081      0.002153475      0.000016866 
    52.500000000      0.000000000      0.876670089      0.119091351      0.000022511      0.002031514      0.000018471      0.000000000      0.000000000      0.000093568      0.000022511      0.002031514      0.000018471 
    53.000000000      0.000000000      0.876107149      0.119946579      0.000013422      0.001894948      0.000020309      0.000000000      0.000000000      0.000088913      0.000013422      0.001894948      0.000020309 
    53.500000000      0.000000000      0.875968383      0.120373842      0.000010000      0.001754101      0.000022451      0.000000000      0.000000000      0.000084670      0.000010000      0.001754101      0.000022451 
    54.000000000      0.000000000      0.876068930      0.120539066      0.000010613      0.001619981      0.000024977      0.000000000      0.000000000      0.000080863      0.000010613      0.001619981      0.000024977 
    54.500000000      0.000000000      0.876237533      0.120599710      0.000012403      0.001502309      0.000027946      0.000000000      0.000000000      0.000077440      0.000012403      0.001502309      0.000027946 
    55.000000000      0.000000000      0.876348679      0.120670515      0.000013599      0.001408171      0.000031430      0.000000000      0.000000000      0.000074407      0.000013599      0.001408171      0.000031430 
    55.500000000      0.000000000      0.876351243      0.120793115      0.000014416      0.001342131      0.000035428      0.000000000      0.000000000      0.000071692      0.000014416      0.001342131      0.000035428 
    56.000000000      0.000000000      0.876284768      0.120920644      0.000015931      0.001306851      0.000039883      0.000000000      0.000000000      0.000069258      0.000015931      0.001306851      0.000039883 
    56.500000000      0.000000000      0.876294886      0.120905277      0.000018409      0.001303287      0.000044669      0.000000000      0.000000000      0.000067107      0.000018409      0.001303287      0.000044669 
    57.000000000      0.000000000      0.875943729      0.121188254      0.000021052      0.001330687      0.000049625      0.000000000      0.000000000      0.000065289      0.000021052      0.001330687      0.000049625 
    57.500000000      0.000000000      0.875621781      0.121393348      0.000022928      0.001383041      0.000054490      0.000000000      0.000000000      0.000063952      0.000022928      0.001383041      0.000054490 
    58.000000000      0.000000000      0.875261294      0.121605892      0.000024626      0.001451163      0.000058995      0.000000000      0.000000000      0.000063244      0.000024626      0.001451163      0.000058995 
    58.500000000      0.000000000      0.874709079      0.122001231      0.000028062      0.001522160      0.000062869      0.000000000      0.000000000      0.000063508      0.000028062      0.001522160      0.000062869 
    59.000000000      0.000000000      0.873840383      0.122727258      0.000034717      0.001583026      0.000065891      0.000000000      0.000000000      0.000065090      0.000034717      0.001583026      0.000065891 
