          214          767            6       50.921429768
          215          773            6       51.026124557
          216          779            5       51.196203908
          217          784            6       51.228685493
          218          790            6       51.236258367
          219          796            6       51.238584026
          220          802            5       51.247286623
          221          807            6       51.307073578
          222          813            6       51.319056280
          223          819            6       51.419786618
          224          825            5       51.951910856
          225          830            6       51.971988538
          226          836            6       51.972396457
          227          842            6       51.976986334
          228          848            6       52.079182056
          229          854            5       52.117705220
          230          859            6       52.131091749
          231          865            6       52.171276197
          232          871            6       54.358122977
          233          877            6       54.382503342
          234          883            6       54.442727693
          235          889            6       54.451934520
          236          895            6       55.720592888
          237          901            6       56.153077070
          238          907            6       56.179020394
          239          913            6       56.266053122
          240          919            6       56.352067764
          241          925            6       56.357991675
          242          931            6       56.360321896
          243          937            6       56.395470534
          244          943            6       58.893292385
          245          949            6       58.989896947
          246          955            6       59.263045505
          247          961            6       59.291035946
          248          967            6       60.269372398
          249          973            6       60.300435585
          250          979            6       61.104129973
          251          986            7       61.203734389
          252          992            6       61.264273416
          253          998            6       61.294392704
          254         1004            6       61.308727532
          255         1010            6       61.337965429
          256         1016            6       61.347200520
          257         1023            7       61.372566903
          258         1029            6       61.378009289
          259         1035            6       61.399495483
          260         1041            6       61.894712301
          261         1048            7       61.898640137
          262         1054            6       61.944283029
          263         1060            6       62.259843333
          264         1067            7       62.266413910
          265         1073            6       63.931978275
          266         1079            6       63.995155811
          267         1086            7       64.254429161
          268         1092            6       64.322827977
          269         1098            6       64.338300674
          270         1105            7       64.406166953
          271         1111            6       64.421252978
          272         1117            6       64.427595926
          273         1124            7       64.453340667
          274         1130            6       64.488663489
          275         1137            7       64.491782802
          276         1143            6       66.092227159
          277         1150            7       66.195413910
          278         1156            6       66.208785706
          279         1163            7       66.220504647
          280         1169            6       66.333503416
          281         1176            7       66.352303217
          282         1182            6       66.357050305
          283         1189            7       66.412384261
          284         1195            6       66.423068004
          285         1202            7       66.473443809
          286         1208            6       66.504328082
          287         1215            7       66.930435329
          288         1222            7       67.002543427
          289         1228            6       67.020152268
          290         1235            7       67.024567306
          291         1241            6       67.052329043
          292         1248            7       70.561266396
          293         1255            7       70.787924597
          294         1261            6       70.872646589
          295         1268            7       71.171611576
          296         1275            7       71.226859603
          297         1281            6       71.258917404
          298         1288            7       71.314966879
          299         1295            7       71.872330926
          300         1302            7       71.962173255
          301         1308            6       71.978448415
          302         1315            7       72.009453107
          303         1322            7       72.032503692
          304         1329            7       72.060213091
          305         1335            6       72.083595561
