    0.000000   -7.004629    0.000000
    0.000010   -7.004629    0.000000
    0.000020   -7.004631    0.000000
    0.000030   -7.004648   -0.000000
    0.000040   -7.004679   -0.000000
    0.000050   -7.004724   -0.000000
    0.000060   -7.004784   -0.000000
    0.000070   -7.004858   -0.000000
    0.000080   -7.004947   -0.000000
    0.000090   -7.005050   -0.000000
    0.000100   -7.005167   -0.000000
    0.000110   -7.005299   -0.000000
    0.000120   -7.005445   -0.000000
    0.000130   -7.005605   -0.000000
    0.000140   -7.005780   -0.000000
    0.000150   -7.005969   -0.000000
    0.000160   -7.006173   -0.000000
    0.000170   -7.006391   -0.000000
    0.000180   -7.006623   -0.000000
    0.000190   -7.006870   -0.000000
    0.000200   -7.007131   -0.000000
    0.000210   -7.007406   -0.000000
    0.000220   -7.007696   -0.000000
    0.000230   -7.008000   -0.000000
    0.000240   -7.008319   -0.000000
    0.000250   -7.008651   -0.000000
    0.000260   -7.008999   -0.000000
    0.000270   -7.009360   -0.000000
    0.000280   -7.009736   -0.000000
    0.000290   -7.010127   -0.000000
    0.000300   -7.010531   -0.000000
    0.000310   -7.010950   -0.000000
    0.000320   -7.011384   -0.000000
    0.000330   -7.011831   -0.000000
    0.000340   -7.012294   -0.000000
    0.000350   -7.012770   -0.000000
    0.000360   -7.013261   -0.000000
    0.000370   -7.013766   -0.000000
    0.000380   -7.014286   -0.000000
    0.000390   -7.014820   -0.000000
    0.000400   -7.015368   -0.000000
    0.000410   -7.015931   -0.000000
    0.000420   -7.016508   -0.000000
    0.000430   -7.017099   -0.000000
    0.000440   -7.017705   -0.000000
    0.000450   -7.018325   -0.000000
    0.000460   -7.018960   -0.000000
    0.000470   -7.019609   -0.000000
    0.000480   -7.020272   -0.000000
    0.000490   -7.020950   -0.000000
    0.000500   -7.021642   -0.000000
    0.000510   -7.022349   -0.000000
    0.000520   -7.023070   -0.000000
    0.000530   -7.023805   -0.000000
    0.000540   -7.024555   -0.000000
    0.000550   -7.025319   -0.000000
    0.000560   -7.026097   -0.000000
    0.000570   -7.026890   -0.000000
    0.000580   -7.027697   -0.000000
    0.000590   -7.028518   -0.000000
    0.000600   -7.029354   -0.000000
    0.000610   -7.030205   -0.000000
    0.000620   -7.031069   -0.000000
    0.000630   -7.031949   -0.000000
    0.000640   -7.032842   -0.000000
    0.000650   -7.033750   -0.000000
    0.000660   -7.034672   -0.000000
    0.000670   -7.035609   -0.000000
    0.000680   -7.036560   -0.000000
    0.000690   -7.037525   -0.000000
    0.000700   -7.038505   -0.000000
    0.000710   -7.039499   -0.000000
    0.000720   -7.040508   -0.000000
    0.000730   -7.041531   -0.000000
    0.000740   -7.042568   -0.000000
    0.000750   -7.043620   -0.000000
    0.000760   -7.044686   -0.000000
    0.000770   -7.045766   -0.000000
    0.000780   -7.046861   -0.000000
    0.000790   -7.047971   -0.000000
    0.000800   -7.049094   -0.000000
    0.000810   -7.050233   -0.000000
    0.000820   -7.051385   -0.000000
    0.000830   -7.052552   -0.000000
    0.000840   -7.053733   -0.000000
    0.000850   -7.054929   -0.000000
    0.000860   -7.056140   -0.000000
    0.000870   -7.057364   -0.000000
    0.000880   -7.058603   -0.000000
    0.000890   -7.059857   -0.000000
    0.000900   -7.061124   -0.000000
    0.000910   -7.062407   -0.000000
    0.000920   -7.063703   -0.000000
    0.000930   -7.065014   -0.000000
    0.000940   -7.066340   -0.000000
    0.000950   -7.067679   -0.000000
    0.000960   -7.069033   -0.000000
    0.000970   -7.070402   -0.000000
