   34.00000    
           1  -31.2852476237961     
           2  -29.9119884662376     
           3  -28.5988924547554     
           4  -27.2327314120268     
           5  -26.8436842360302     
           6  -26.3727036875263     
           7  -26.0673848023546     
           8  -25.9761967149723     
           9  -24.8870821325184     
          10  -24.7089798796862     
          11  -24.2448453360671     
          12  -23.4865815160519     
          13  -22.8264580550113     
          14  -21.8680129512954     
          15  -20.9450973346831     
          16  -19.8425556078207     
          17  -19.6541981338869     
          18  -18.5707137656101     
          19  -18.4969037221433     
          20  -17.8652746177255     
          21  -17.8208822574155     
          22  -17.7544574942708     
          23  -17.2593562942987     
          24  -16.1682302659048     
          25  -16.0022876352723     
          26  -15.9324226256327     
          27  -15.5820353120085     
          28  -15.4660240441351     
          29  -15.3344489998419     
          30  -13.0950433239596     
          31  -13.0227099192503     
          32  -12.8501717628109     
          33  -12.2280095243391     
          34  -11.1667757829825     
          35  -7.00462924044901     
          36  -5.93854237337675     
          37  -5.71816604105924     
          38  -5.36105734792242     
          39  -2.36775424075834     
          40  -1.01381257750697     
          41   1.01357381840547     
          42   1.18699518874270     
          43   2.03952587132349     
          44   4.27119925944854     
          45   6.24429201441361     
          46   6.37662177858612     
          47   7.46231829286962     
          48   7.48534547540762     
          49   7.74293747342633     
          50   7.89707707934009     
          51   8.38512717588704     
          52   11.1286842032858     
          53   14.5871672425589     
          54   17.5080698728316     
          55   17.7045936363742     
          56   19.0567628969600     
          57   19.4814297578699     
          58   20.8367523152705     
          59   21.4380332469131     
          60   22.2453857574161     
          61   23.1957563649540     
          62   24.2820976434408     
          63   25.5482901488222     
          64   26.8284930153685     
          65   38.4545031945959     
          66   96.9419679052312     
