   3.60000000   -0.00996849    0.00996849   -0.00005042    0.00005042    0.00000425
   3.80000000   -0.00997712    0.00997712   -0.00003661    0.00003661    0.00000102
   4.00000000   -0.00998338    0.00998338   -0.00002658    0.00002658    0.00000023
   4.20000000   -0.00998793    0.00998793   -0.00001930    0.00001930    0.00000005
   4.40000000   -0.00999124    0.00999124   -0.00001402    0.00001402    0.00000001
   4.60000000   -0.00999364    0.00999364   -0.00001018    0.00001018    0.00000000
   4.80000000   -0.00999538    0.00999538   -0.00000739    0.00000739    0.00000000
   5.00000000   -0.00999665    0.00999665   -0.00000537    0.00000537    0.00000000
   5.20000000   -0.00999756    0.00999756   -0.00000390    0.00000390    0.00000000
   5.40000000   -0.00999823    0.00999823   -0.00000283    0.00000283    0.00000000
   5.60000000   -0.00999872    0.00999872   -0.00000206    0.00000206    0.00000000
   5.80000000   -0.00999907    0.00999907   -0.00000149    0.00000149    0.00000000
   6.00000000   -0.00999932    0.00999932   -0.00000108    0.00000108    0.00000000
   6.20000000   -0.00999951    0.00999951   -0.00000079    0.00000079    0.00000000
   6.40000000   -0.00999964    0.00999964   -0.00000057    0.00000057    0.00000000
   6.60000000   -0.00999974    0.00999974   -0.00000041    0.00000041    0.00000000
   6.80000000   -0.00999981    0.00999981   -0.00000030    0.00000030    0.00000000
   7.00000000   -0.00999986    0.00999986   -0.00000022    0.00000022    0.00000000
   7.20000000   -0.00999990    0.00999990   -0.00000016    0.00000016    0.00000000
   7.40000000   -0.00999993    0.00999993   -0.00000012    0.00000012    0.00000000
   7.60000000   -0.00999995    0.00999995   -0.00000008    0.00000008    0.00000000
   7.80000000   -0.00999996    0.00999996   -0.00000006    0.00000006    0.00000000
   8.00000000   -0.00999997    0.00999997   -0.00000004    0.00000004    0.00000000
   8.20000000   -0.00999998    0.00999998   -0.00000003    0.00000003    0.00000000
   8.40000000   -0.00999999    0.00999999   -0.00000002    0.00000002    0.00000000
   8.60000000   -0.00999999    0.00999999   -0.00000002    0.00000002    0.00000000
   8.80000000   -0.00999999    0.00999999   -0.00000001    0.00000001    0.00000000
   9.00000000   -0.00999999    0.00999999   -0.00000001    0.00000001    0.00000000
   9.20000000   -0.01000000    0.01000000   -0.00000001    0.00000001    0.00000000
   9.40000000   -0.01000000    0.01000000   -0.00000000    0.00000000    0.00000000
   9.60000000   -0.01000000    0.01000000   -0.00000000    0.00000000    0.00000000
   9.80000000   -0.01000000    0.01000000   -0.00000000    0.00000000    0.00000000
